1,B
1,B
1,C
1,C
1,B
1,D
1,B
1,A
1,C
1,B
1,C
1,B
1,D
1,C
1,B
1,B
1,B
1,A
1,A
1,B
1,B
1,B
1,C
1,B
1,A
1,B
1,B
1,D
1,B
1,C
1,B
1,B
1,A
1,B
1,C
1,A
1,B
1,C
1,A
1,C
1,C
1,B
1,C
1,C
1,A
1,A
1,C
1,C
1,B
1,A
1,B
1,A
1,B
1,A
1,A
1,B
1,C
1,A
1,B
1,A
1,C
1,A
1,A
1,B
1,B
1,A
1,C
1,B
1,A
1,B
1,A
2,"C,B"
1,B
1,A
1,B
1,A
1,A
1,B
1,D
1,A
1,B
1,D
1,D
1,C
1,A
1,B
1,C
1,A
1,B
1,A
1,C
1,B
1,C
1,C
1,B
1,C
1,B
1,C
1,B
1,A
1,C
1,C
1,C
1,B
1,C
1,B
1,C
1,A
1,B
1,C
1,B
1,C
1,B
1,A
1,B
1,B
1,C
1,A
1,A
1,C
1,B
1,C
1,B
1,C
1,B
1,D
1,B
1,B
1,C
1,B
1,A
1,B
1,B
1,A
2,"B,D"
1,A
1,D
1,C
1,A
1,B
1,A
1,B
0,
1,A
1,B
1,B
1,B
1,D
1,A
1,B
1,B
1,B
0,
1,B
1,C
1,B
1,B
2,"C,A"
1,A
1,C
1,A
1,B
1,D
1,A
1,C
1,B
1,A
1,D
1,C
2,"B,A"
1,C
1,A
1,B
2,"B,A"
1,B
1,B
1,B
1,B
1,B
1,D
1,D
1,C
1,C
1,A
1,C
1,B
1,A
1,B
1,C
1,A
1,B
1,B
1,A
1,C
1,D
1,A
1,C
1,B
1,A
1,D
1,C
1,B
1,A
1,C
1,C
1,B
1,B
1,D
1,B
1,C
1,C
1,B
1,B
1,D
1,A
1,D
1,A
1,A
1,C
1,C
1,B
1,B
1,B
1,B
1,A
1,B
1,D
1,A
1,D
1,B
1,A
1,C
1,A
1,D
1,C
1,C
2,"A,B"
1,B
1,A
1,C
1,C
1,C
1,D
1,D
1,B
1,C
0,
1,D
1,D
1,C
2,"B,C"
1,A
2,"B,C"
1,A
1,A
1,B
1,B
1,A
1,B
1,C
1,C
1,D
1,B
1,B
1,B
1,C
1,A
1,D
1,A
1,B
1,C
1,A
1,B
1,D
1,A
1,B
1,A
1,D
1,C
1,A
1,B
1,B
1,C
1,D
1,A
2,"B,A"
1,B
1,C
1,D
1,D
1,A
1,B
1,D
1,C
1,A
1,C
1,D
1,A
1,A
1,B
1,A
1,A
1,B
1,C
1,B
1,A
1,B
1,B
3,"C,B,A"
2,"B,A"
1,D
1,C
1,D
1,B
3,"B,A,D"
1,A
1,D
1,B
1,B
1,D
1,D
1,C
1,B
1,D
1,A
1,C
1,B
1,A
1,A
1,B
1,C
1,B
1,A
1,D
1,A
